File Name,Corresponding Data Point,Maximum Subtraction,,,COV
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_00 PM].csv",0.925,0.001467,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_06 PM].csv",1.125,0.00166516,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_12 PM].csv",1.15,0.00164514,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_18 PM].csv",1.025,0.00172114,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_25 PM].csv",1.15,0.00166092,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_32 PM].csv",0.9,0.000396,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_38 PM].csv",0.975,0.0016394,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_44 PM].csv",1.1,0.0016831,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_50 PM].csv",1.15,0.00162188,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_10_57 PM].csv",1.125,0.00167804,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_03 PM].csv",1.225,0.0016292,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_09 PM].csv",1.225,0.00160478,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_16 PM].csv",1.2,0.00163702,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_23 PM].csv",1,0.00162924,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_29 PM].csv",1.225,0.00163172,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_35 PM].csv",1.225,0.00162128,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_42 PM].csv",1.2,0.00163086,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_48 PM].csv",1,0.00167254,,,
"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_55 PM].csv",1.25,0.0016159,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_13_30 PM].csv",1.1,0.0014108,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_13_36 PM].csv",0.925,0.00122448,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_13_42 PM].csv",0.875,0.0004169,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_13_49 PM].csv",0.925,0.0003374,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_13_55 PM].csv",0.9,0.00038462,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_01 PM].csv",0.975,0.0003177,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_07 PM].csv",0.975,0.00026578,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_14 PM].csv",0.925,0.00033234,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_20 PM].csv",0.975,0.00053306,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_27 PM].csv",0.975,0.0007538,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_33 PM].csv",0.85,0.00019562,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_39 PM].csv",1.025,0.00086124,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_46 PM].csv",1,0.00094308,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_52 PM].csv",0.925,0.0009835,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_14_59 PM].csv",0.925,0.00107728,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_15_05 PM].csv",1,0.00025816,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_15_12 PM].csv",0.95,0.00033158,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_15_18 PM].csv",1,0.00107478,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_15_24 PM].csv",0.85,0.00032836,,,
"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_15_31 PM].csv",0.975,0.000241,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_07 PM].csv",1.025,0.00123934,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_13 PM].csv",1.15,0.00170152,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_20 PM].csv",1.175,0.00170562,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_26 PM].csv",1.075,0.00167796,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_32 PM].csv",0.975,0.00172166,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_39 PM].csv",1.2,0.00170772,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_45 PM].csv",1.05,0.00176076,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_51 PM].csv",1,0.00162978,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_57 PM].csv",1.075,0.00153542,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_03 PM].csv",1.025,0.00112962,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_09 PM].csv",1.1,0.00113542,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_16 PM].csv",1.125,0.00173092,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_22 PM].csv",1.15,0.00120838,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_28 PM].csv",0.925,0.0017384,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_34 PM].csv",1.1,0.00172934,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_40 PM].csv",1.1,0.00174148,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_47 PM].csv",0.95,0.00177756,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_53 PM].csv",1.1,0.0017207,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_18_59 PM].csv",1,0.00130548,,,
"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_19_05 PM].csv",1,0.00142044,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_20_46 PM].csv",0.25,0.00011804,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_20_52 PM].csv",0.25,0.00011804,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_20_58 PM].csv",0.25,0.00011842,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_04 PM].csv",0.25,0.0001182,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_11 PM].csv",0.25,0.00011822,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_17 PM].csv",0.25,0.00011818,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_23 PM].csv",0.25,0.0001185,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_29 PM].csv",0.25,0.00011802,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_35 PM].csv",0.25,0.00011832,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_41 PM].csv",0.25,0.00011812,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_47 PM].csv",0.25,0.00011824,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_53 PM].csv",0.075,0.00011804,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_21_59 PM].csv",0.25,0.00011802,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_05 PM].csv",0.25,0.00011828,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_11 PM].csv",0.25,0.00011824,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_17 PM].csv",0.25,0.00011824,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_23 PM].csv",0.25,0.00011832,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_29 PM].csv",0.25,0.0001183,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_36 PM].csv",0.25,0.00011832,,,
"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_42 PM].csv",0.25,0.00011816,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_29 PM].csv",1.35,0.00172396,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_35 PM].csv",1.275,0.00174846,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_41 PM].csv",1.25,0.00174104,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_47 PM].csv",1.325,0.00173436,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_53 PM].csv",1.3,0.00173718,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_59 PM].csv",1.5,0.00166266,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_06 PM].csv",1.3,0.00065176,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_12 PM].csv",1.55,0.00117822,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_18 PM].csv",1.1,0.00163806,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_24 PM].csv",1.05,0.0011932,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_30 PM].csv",1.1,0.00127318,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_37 PM].csv",1.025,0.00152928,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_43 PM].csv",0.95,0.00100014,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_50 PM].csv",1.05,0.000704,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_25_56 PM].csv",1.175,0.00084344,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_26_03 PM].csv",1.55,0.0004292,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_26_09 PM].csv",1.25,0.0005725,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_26_15 PM].csv",1.175,0.00072214,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_26_22 PM].csv",1.375,0.0007348,,,
"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_26_28 PM].csv",1.1,0.0003306,,,
